gene	079_warmM	082_warmM	086_warmM	090_warmM	097_warmM	098_warmM	080_warmF	089_warmF	091_warmF	096_warmF
ENSMUSG00000115127	4	3	2	5	2	2	3	2	2	4
ENSMUSG00000096065	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115121	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000066257	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101381	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115122	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101380	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101383	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066258	148	164	125	171	147	167	123	126	195	145
ENSMUSG00000101382	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110789	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110788	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110787	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101385	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110784	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110783	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110782	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110781	60	74	38	76	44	44	47	74	50	60
ENSMUSG00000110780	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115490	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115491	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115492	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115493	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115494	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076430	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000115497	0	0	1	4	5	0	0	2	5	4
ENSMUSG00000115498	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115499	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101386	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014769	3006	3487	1914	2654	2174	1984	1856	2204	2858	1720
ENSMUSG00000014763	557	918	485	656	640	542	424	538	606	561
ENSMUSG00000014767	333	510	264	350	362	420	222	262	389	310
ENSMUSG00000090119	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090118	3	5	1	0	2	0	2	1	4	0
ENSMUSG00000090111	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090110	36	56	46	60	58	44	32	38	39	41
ENSMUSG00000090113	1	0	0	0	0	0	0	1	0	1
ENSMUSG00000090112	669	1070	507	796	647	610	569	523	625	552
ENSMUSG00000090115	70	136	65	67	51	61	42	74	117	70
ENSMUSG00000090114	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055653	32	28	39	25	29	53	41	69	82	44
ENSMUSG00000055652	442	606	402	333	205	186	269	399	624	266
ENSMUSG00000105969	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000105968	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117116	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105961	4	1	0	0	0	1	1	2	4	1
ENSMUSG00000105960	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000105963	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105962	2	2	2	3	0	0	1	0	0	0
ENSMUSG00000105965	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105964	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105967	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105966	0	1	1	4	0	1	0	1	0	0
ENSMUSG00000118178	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000118179	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040078	152	219	92	126	94	63	106	94	111	91
ENSMUSG00000118170	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117113	34	81	52	52	27	27	18	38	59	29
ENSMUSG00000118172	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118173	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118174	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113739	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115855	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000117112	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109248	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000109249	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109244	56	63	52	51	58	27	58	38	55	54
ENSMUSG00000072722	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109246	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109247	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106292	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109241	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109242	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109243	4	6	2	2	3	3	1	4	2	5
ENSMUSG00000072720	4	2	0	1	3	1	1	0	2	0
ENSMUSG00000052026	7	1	3	1	2	1	1	6	4	1
ENSMUSG00000052025	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098646	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106293	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025507	54	99	45	53	38	41	30	57	76	56
ENSMUSG00000025504	971	2044	697	1642	1111	1054	522	799	1123	721
ENSMUSG00000025505	143	290	125	200	107	82	91	189	244	121
ENSMUSG00000025503	2210	2955	1523	1941	1352	1139	1268	1682	2453	1477
ENSMUSG00000025500	24	58	31	32	24	13	17	33	44	41
ENSMUSG00000017868	1456	2487	1602	1715	857	692	1044	1298	1668	1206
ENSMUSG00000025508	2974	3800	1827	2787	1993	1733	1582	2020	2878	1891
ENSMUSG00000025509	1499	2230	1450	1544	1466	1584	1368	2112	2151	2045
ENSMUSG00000111555	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111554	2	7	1	0	2	3	0	2	1	0
ENSMUSG00000056300	2	2	0	1	2	0	0	1	1	0
ENSMUSG00000111556	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056306	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000111550	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111553	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056305	458	580	298	379	414	320	211	308	358	281
ENSMUSG00000065287	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065281	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065280	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065283	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065282	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108157	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089690	0	0	0	0	0	1	0	1	0	1
ENSMUSG00000106291	6	11	6	1	4	11	3	8	7	4
ENSMUSG00000023830	2546	3637	1856	2527	1540	1403	1609	2414	2971	2080
ENSMUSG00000023832	1017	1361	797	895	718	672	764	1033	1565	664
ENSMUSG00000057657	3	4	2	10	4	4	1	2	10	6
ENSMUSG00000057654	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057650	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108156	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089697	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116270	72	72	43	28	35	39	76	127	86	114
ENSMUSG00000108155	3	5	0	2	1	0	0	4	3	2
ENSMUSG00000109932	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109933	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000109930	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052688	12	15	7	11	9	13	8	17	25	22
ENSMUSG00000109936	1	0	1	0	1	2	2	2	3	1
ENSMUSG00000065132	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109934	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065130	0	1	0	0	2	0	1	1	0	1
ENSMUSG00000052681	1817	2172	1142	1664	1510	1289	1189	1147	1508	1032
ENSMUSG00000109939	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052684	155	177	121	129	96	165	100	110	136	146
ENSMUSG00000109555	5	40	15	26	9	7	9	29	30	24
ENSMUSG00000038801	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000035836	18050	25667	11921	20049	13738	11611	8324	9232	11499	10514
ENSMUSG00000038803	118	282	121	157	55	58	53	154	141	72
ENSMUSG00000035834	223	248	153	159	190	193	163	181	204	169
ENSMUSG00000038805	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109556	1	3	1	0	0	0	0	0	0	0
ENSMUSG00000038807	112	120	61	85	48	47	180	335	451	221
ENSMUSG00000038806	402	447	287	311	263	247	248	284	342	216
ENSMUSG00000106227	0	0	0	0	0	0	0	1	1	1
ENSMUSG00000106226	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106225	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106224	2	4	5	8	1	0	0	8	4	2
ENSMUSG00000106223	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000106222	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106221	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106220	0	2	0	0	0	1	0	0	0	0
ENSMUSG00000112925	7	19	8	9	12	6	10	4	16	7
ENSMUSG00000043865	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112927	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112926	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112921	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112920	15	12	13	24	14	13	13	12	12	31
ENSMUSG00000106229	4	15	12	5	8	6	4	8	7	8
ENSMUSG00000106228	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108814	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109552	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000053080	101	167	102	125	73	76	78	151	200	113
ENSMUSG00000053081	2	0	0	1	0	0	0	0	0	0
ENSMUSG00000076821	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076823	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076822	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076824	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076826	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089119	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052974	26788	44395	23042	26831	23921	21664	11510	17781	20445	10754
ENSMUSG00000066537	24	25	13	32	13	24	13	8	11	12
ENSMUSG00000068551	376	1036	430	444	313	412	237	582	477	307
ENSMUSG00000109558	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000066538	1	2	2	1	0	0	2	0	1	4
ENSMUSG00000109559	14	33	20	23	20	5	13	29	26	11
ENSMUSG00000117258	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117259	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110208	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000110209	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110202	1	2	0	0	0	0	0	1	0	0
ENSMUSG00000110203	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110200	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110201	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000110206	49	96	51	73	49	78	52	79	83	75
ENSMUSG00000110207	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110204	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110205	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064664	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020027	210	124	141	127	171	187	371	264	490	774
ENSMUSG00000020024	402	461	265	362	426	399	250	237	301	263
ENSMUSG00000070305	366	501	297	355	298	221	263	310	521	314
ENSMUSG00000020022	1933	2095	1073	1121	1925	2125	1051	944	1368	775
ENSMUSG00000020023	633	836	420	582	434	420	324	503	601	430
ENSMUSG00000020020	0	1	0	0	1	0	0	0	2	0
ENSMUSG00000020021	1397	2083	1095	1897	1481	1394	972	1132	1536	1187
ENSMUSG00000103479	0	2	0	1	2	0	0	0	0	0
ENSMUSG00000103478	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064669	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020029	4813	5863	3559	4853	4316	3995	3737	4686	5522	4554
ENSMUSG00000101038	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021999	7961	9733	4727	7182	9283	7749	4787	5477	7157	5596
ENSMUSG00000021998	3171	3877	2031	2815	2543	2428	1597	1998	2460	2281
ENSMUSG00000076795	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021994	55	53	34	24	29	26	17	39	70	48
ENSMUSG00000021997	6	8	1	5	4	2	3	0	7	1
ENSMUSG00000021996	5346	6421	3832	5007	3432	3102	2772	3680	4928	3521
ENSMUSG00000021991	0	0	0	2	4	0	0	2	1	3
ENSMUSG00000021990	1089	1444	971	1155	1222	1107	1091	1430	2093	1095
ENSMUSG00000021993	975	1186	573	763	555	524	748	812	1078	645
ENSMUSG00000107574	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000092504	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107576	2	4	1	1	2	0	1	0	1	4
ENSMUSG00000107577	20	70	29	47	20	42	17	37	54	31
ENSMUSG00000107570	0	0	0	0	0	0	2	3	0	0
ENSMUSG00000107571	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107572	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092505	0	2	0	0	0	1	0	0	0	0
ENSMUSG00000107578	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078757	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095962	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101031	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000078753	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033295	10711	16967	8920	10787	7979	7276	6483	10621	12283	8872
ENSMUSG00000033294	262	421	230	294	240	193	162	226	267	223
ENSMUSG00000078752	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090693	6	14	1	6	4	7	3	9	10	10
ENSMUSG00000101035	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090691	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000039860	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000039865	328	456	259	336	292	265	203	220	413	285
ENSMUSG00000090949	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090946	171	189	108	147	104	123	92	120	159	158
ENSMUSG00000090947	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116123	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116122	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090942	451	830	406	505	651	844	345	336	250	331
ENSMUSG00000116124	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116127	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090941	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054537	3	5	6	2	2	0	0	0	0	0
ENSMUSG00000102014	3	6	3	6	2	4	0	5	5	4
ENSMUSG00000030924	70	122	68	86	57	53	55	76	73	55
ENSMUSG00000030922	58	79	39	47	61	59	48	36	55	35
ENSMUSG00000030921	122	192	127	160	187	140	141	156	246	177
ENSMUSG00000030929	121	229	105	145	140	123	87	109	167	107
ENSMUSG00000104175	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104174	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000019143	751	1026	557	763	549	506	520	634	623	443
ENSMUSG00000104176	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104171	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104170	1	4	0	0	0	1	0	1	1	5
ENSMUSG00000104173	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019146	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104178	0	0	0	0	0	2	0	0	1	0
ENSMUSG00000096470	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036510	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036513	371	503	275	351	285	262	225	314	363	305
ENSMUSG00000096473	1	4	1	4	2	1	0	1	3	2
ENSMUSG00000096474	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096475	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096476	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033740	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096478	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096479	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096088	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072235	247	220	106	134	227	277	112	122	381	204
ENSMUSG00000087249	1	7	3	2	1	4	2	3	3	2
ENSMUSG00000103647	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062543	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062542	31	48	13	53	40	42	31	52	44	31
ENSMUSG00000062546	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062545	93	89	86	107	63	54	54	144	173	82
ENSMUSG00000096086	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096081	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094840	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000096080	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115888	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096083	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099419	0	1	0	1	0	0	0	1	2	3
ENSMUSG00000073542	254	330	156	276	182	189	132	132	224	147
ENSMUSG00000003418	2	3	2	1	6	3	5	3	3	3
ENSMUSG00000092276	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026078	488	516	302	351	383	306	252	273	392	292
ENSMUSG00000003410	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000003411	9	11	6	5	7	4	9	11	6	8
ENSMUSG00000026074	563	645	414	554	496	467	700	766	890	714
ENSMUSG00000026073	1	3	0	2	0	2	1	1	1	3
ENSMUSG00000026072	1272	1364	870	1275	973	741	583	524	899	812
ENSMUSG00000026070	16	20	10	20	8	20	25	32	28	23
ENSMUSG00000030214	1506	2064	920	1390	1296	1183	888	1255	1622	1044
ENSMUSG00000097700	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030216	1041	1340	782	837	833	768	706	906	947	636
ENSMUSG00000030217	43	44	25	44	38	27	24	39	65	20
ENSMUSG00000097705	2	0	2	0	1	0	3	0	0	0
ENSMUSG00000097704	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030213	1074	1330	845	981	1179	1097	757	1126	1643	981
ENSMUSG00000097709	0	0	3	4	1	0	0	1	1	0
ENSMUSG00000069631	76	137	77	72	91	88	71	126	129	78
ENSMUSG00000069633	366	677	352	510	292	238	254	478	717	322
ENSMUSG00000030218	65	72	15	33	46	18	63	48	49	77
ENSMUSG00000030219	7	1	5	7	9	0	3	0	6	3
ENSMUSG00000104791	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104790	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104793	0	2	2	0	0	0	0	1	2	0
ENSMUSG00000104792	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104795	5	28	8	28	7	5	2	5	7	9
ENSMUSG00000104794	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104797	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104796	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104799	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104798	5	2	2	2	2	2	1	1	3	1
ENSMUSG00000092912	0	2	0	1	0	0	0	1	2	1
ENSMUSG00000104602	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111399	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072494	32	43	33	33	17	14	22	17	35	11
ENSMUSG00000049516	411	605	349	480	382	369	346	339	394	378
ENSMUSG00000049515	11	9	6	4	2	7	5	14	8	6
ENSMUSG00000038028	323	336	175	205	120	186	151	179	173	123
ENSMUSG00000072492	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000038023	1271	1649	866	933	762	663	684	830	951	786
ENSMUSG00000038022	60	97	61	80	50	53	49	89	76	58
ENSMUSG00000105220	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038020	23	47	18	18	18	17	16	43	28	16
ENSMUSG00000105226	0	1	1	0	3	2	1	3	5	2
ENSMUSG00000038026	2	6	4	7	4	4	1	10	4	5
ENSMUSG00000038025	974	1310	767	838	767	726	592	893	1085	634
ENSMUSG00000038024	913	1361	689	946	766	743	705	721	955	825
ENSMUSG00000084401	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095969	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116275	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070896	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000104604	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070890	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070891	7	13	2	12	4	3	3	4	6	8
ENSMUSG00000118431	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118430	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118433	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118432	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118435	1	2	0	1	0	2	0	0	0	1
ENSMUSG00000084404	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118437	1	1	1	0	0	0	0	0	1	0
ENSMUSG00000118436	3	1	3	1	4	1	2	1	1	1
ENSMUSG00000118439	0	0	0	0	0	0	2	1	1	0
ENSMUSG00000118438	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083155	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104609	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032554	361581	468759	242162	354070	245531	183342	243829	335099	470177	330822
ENSMUSG00000095968	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063394	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095382	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111397	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022314	2045	2279	1299	1943	1744	1525	1416	1313	1758	1451
ENSMUSG00000022315	0	5	2	1	2	1	0	0	2	1
ENSMUSG00000022312	2318	2674	1455	1822	2148	2016	1341	1668	2088	1538
ENSMUSG00000022313	53	68	42	37	38	48	33	51	49	27
ENSMUSG00000022311	3	2	1	0	0	1	0	0	0	0
ENSMUSG00000090865	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111395	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116245	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035983	7	11	3	2	11	0	6	5	5	2
ENSMUSG00000035198	844	1112	543	564	585	606	452	497	734	403
ENSMUSG00000035199	872	977	570	756	518	513	587	750	795	661
ENSMUSG00000035191	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116241	1	1	0	0	0	0	0	2	1	0
ENSMUSG00000069094	220	336	174	214	201	198	120	169	198	202
ENSMUSG00000088512	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073094	3	8	0	4	0	3	1	0	7	1
ENSMUSG00000116242	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102601	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090862	1879	2671	1207	1865	1287	1022	1121	1795	2305	1245
ENSMUSG00000048644	7	10	3	6	4	1	6	6	9	4
ENSMUSG00000046229	251	469	256	199	154	160	170	355	363	171
ENSMUSG00000043618	2	4	0	5	0	1	2	4	5	1
ENSMUSG00000048647	194	343	186	191	157	144	154	279	229	178
ENSMUSG00000048643	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102793	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043613	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102791	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046223	6	4	2	10	8	2	9	9	14	12
ENSMUSG00000102797	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000102796	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043614	10	20	10	4	9	8	9	8	15	10
ENSMUSG00000102794	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068948	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100590	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068940	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068947	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100596	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089917	373	659	390	429	322	340	217	454	524	306
ENSMUSG00000089916	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000089914	0	1	0	1	0	0	0	2	0	2
ENSMUSG00000089911	439	586	314	516	332	330	286	368	538	374
ENSMUSG00000077678	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077677	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000099411	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077675	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077674	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077673	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077672	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077671	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102608	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045751	40	45	17	39	21	20	26	27	21	45
ENSMUSG00000079645	9	45	21	27	16	12	12	15	24	11
ENSMUSG00000045752	245	276	126	148	101	87	124	169	194	117
ENSMUSG00000116274	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000045757	50	65	37	78	39	45	41	62	56	50
ENSMUSG00000088068	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034826	610	811	484	603	603	615	358	400	516	447
ENSMUSG00000034825	5	3	5	1	1	1	1	1	2	0
ENSMUSG00000102249	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102248	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114198	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034820	821	1186	718	1038	851	791	555	776	924	627
ENSMUSG00000088060	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102244	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088062	0	1	0	0	1	0	0	0	2	1
ENSMUSG00000088063	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088064	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102240	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034829	1	1	0	2	0	1	1	0	1	0
ENSMUSG00000088067	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090523	602	671	396	489	434	366	460	717	891	572
ENSMUSG00000071855	8	14	3	11	6	7	10	5	8	10
ENSMUSG00000071856	1001	1751	765	1577	830	720	684	1217	1509	1164
ENSMUSG00000071858	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090527	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042258	0	1	1	0	0	0	1	0	2	0
ENSMUSG00000042254	19	36	2	7	14	0	20	12	4	2
ENSMUSG00000042256	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000042251	6226	8571	4940	6572	5549	4865	5122	7772	8141	6034
ENSMUSG00000042250	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007880	2091	3347	1796	1831	1801	1985	1515	2271	2557	1505
ENSMUSG00000007888	4	1	0	0	0	0	0	1	2	0
ENSMUSG00000114220	0	1	0	1	1	0	0	2	2	0
ENSMUSG00000114221	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114222	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114223	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114224	0	0	0	0	0	0	0	0	0	0
