gene	078_coldM	083_coldM	088_coldM	093_coldM	095_coldM	099_coldM	081_coldF	084_coldF	085_coldF	087_coldF	092_coldF	094_coldF
ENSMUSG00000071052	0	1	2	0	3	1	1	0	1	0	0	0
ENSMUSG00000057179	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057176	23	14	32	19	28	23	17	13	17	11	11	22
ENSMUSG00000057177	838	593	499	423	622	408	786	494	696	626	519	626
ENSMUSG00000057174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057173	0	0	0	0	0	0	1	2	1	0	0	0
ENSMUSG00000057170	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015846	15801	11931	11413	12344	16344	9073	14642	9611	14870	12960	11333	16399
ENSMUSG00000012819	67	44	37	3	4	10	7	2	2	2	0	2
ENSMUSG00000015843	155	112	111	97	173	142	218	98	211	200	128	217
ENSMUSG00000101106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027004	58	50	36	60	72	37	46	44	58	59	47	45
ENSMUSG00000103581	22	12	14	9	19	11	21	7	14	14	15	10
ENSMUSG00000116600	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096010	2	1	1	2	1	1	3	2	3	0	0	0
ENSMUSG00000052525	4	12	6	6	2	11	3	2	13	6	4	5
ENSMUSG00000052520	21150	11950	12642	9189	14006	16457	14914	8384	12362	11319	11086	9649
ENSMUSG00000035557	4	1	1	0	1	1	2	2	0	0	2	0
ENSMUSG00000084050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084053	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084052	0	1	0	1	1	0	1	0	1	0	2	1
ENSMUSG00000084055	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084056	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084059	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084058	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092586	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000092587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092581	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092583	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103538	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056708	223	207	152	83	194	80	214	151	178	171	114	94
ENSMUSG00000106729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103534	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103535	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103536	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103532	1	1	1	4	0	0	1	0	0	3	0	1
ENSMUSG00000103533	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117572	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037818	361	154	221	122	200	314	245	142	220	201	201	161
ENSMUSG00000037816	24	22	20	31	31	22	29	21	28	24	13	28
ENSMUSG00000037815	4010	2550	2533	2932	4586	2822	4191	2357	3671	3820	3256	3894
ENSMUSG00000037813	13	17	12	10	19	10	22	18	21	7	14	12
ENSMUSG00000117578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109802	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053695	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053693	80	84	69	105	128	83	90	44	81	65	71	83
ENSMUSG00000061322	5	2	3	8	6	3	0	3	0	2	0	4
ENSMUSG00000018171	3457	2193	2498	2111	3070	2104	2562	1808	2699	2274	1814	2093
ENSMUSG00000021819	1291	1263	1291	1228	1847	1067	1635	1013	1600	1387	1206	1569
ENSMUSG00000093989	4	4	3	1	5	3	1	2	6	6	6	0
ENSMUSG00000093988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021810	1072	729	677	639	981	719	1023	589	905	830	673	798
ENSMUSG00000021811	184	162	118	112	178	155	183	98	152	138	141	133
ENSMUSG00000093981	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021814	2260	1427	1494	1515	2226	1610	2074	1126	1702	1783	1539	1804
ENSMUSG00000021815	17	24	26	38	48	33	23	34	42	42	32	32
ENSMUSG00000021816	1112	700	726	750	1018	836	895	594	1016	929	713	862
ENSMUSG00000093984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108610	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108611	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108614	10	13	16	20	21	16	5	16	24	20	27	28
ENSMUSG00000013858	2823	2137	1890	1829	2671	1420	2582	1627	2573	2220	1587	2714
ENSMUSG00000108616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108617	0	0	1	4	3	3	1	0	1	0	2	1
ENSMUSG00000108618	26	22	17	16	17	15	20	11	23	23	19	21
ENSMUSG00000108619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096112	0	0	0	1	0	1	0	0	3	0	0	0
ENSMUSG00000109800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062661	8	4	3	7	3	6	6	5	13	11	6	4
ENSMUSG00000033318	1507	866	1065	1198	2131	895	1771	1107	1384	1504	1214	1918
ENSMUSG00000033319	688	471	454	459	662	439	598	392	585	521	507	476
ENSMUSG00000002279	1070	722	705	672	1180	538	935	571	777	701	625	948
ENSMUSG00000096006	6	3	0	1	1	1	7	2	5	4	3	1
ENSMUSG00000096001	2	0	0	1	3	2	4	0	1	0	0	0
ENSMUSG00000096000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096002	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000033313	60	62	66	60	107	49	84	42	69	76	43	76
ENSMUSG00000096009	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096008	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033316	1	1	1	1	1	0	2	0	4	2	1	3
ENSMUSG00000002274	71	37	36	40	75	22	70	48	47	49	41	83
ENSMUSG00000101977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101974	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101972	1	0	0	0	0	0	4	2	1	1	2	0
ENSMUSG00000101973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101970	81	83	65	60	88	79	93	59	86	60	54	54
ENSMUSG00000101971	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093675	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000093674	4134	2933	2663	1805	3040	3214	3561	2150	2798	2992	2134	2849
ENSMUSG00000093677	6	8	8	11	12	3	9	7	13	8	5	4
ENSMUSG00000093671	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000093673	0	0	0	0	1	2	1	1	1	1	2	2
ENSMUSG00000093672	1	0	0	1	2	2	1	1	6	2	0	0
ENSMUSG00000060747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060743	2243	1545	1438	1162	1799	1665	1752	1207	1749	1738	1323	1521
ENSMUSG00000060742	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038473	89	80	78	125	128	82	101	64	105	80	77	138
ENSMUSG00000030669	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100376	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100375	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100374	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100373	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097352	0	0	0	7	5	3	1	1	8	4	2	5
ENSMUSG00000030660	919	638	528	724	980	798	805	464	793	660	728	739
ENSMUSG00000030663	973	734	676	670	1056	733	915	501	857	782	695	935
ENSMUSG00000030662	1444	1012	910	970	1577	1044	1352	806	1183	1255	1085	1140
ENSMUSG00000097356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030664	26	25	19	15	22	8	34	13	17	14	17	23
ENSMUSG00000097354	590	354	454	538	662	594	553	275	432	550	392	445
ENSMUSG00000030666	0	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000099589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036499	2591	1584	1648	1512	2255	2121	1860	1079	1665	1566	1492	1313
ENSMUSG00000099581	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099583	4	0	3	2	3	2	0	2	3	2	5	1
ENSMUSG00000099582	0	1	1	1	1	3	1	0	1	1	2	1
ENSMUSG00000099585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036492	67	62	56	78	104	76	75	53	83	89	47	99
ENSMUSG00000099586	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101392	0	0	0	2	0	0	1	1	0	0	0	0
ENSMUSG00000096272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076441	145985	87332	88931	91387	134753	89058	116661	96038	131586	110220	69954	101804
ENSMUSG00000101391	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066964	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076445	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101398	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072753	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113725	1	4	4	3	7	2	2	2	2	3	0	3
ENSMUSG00000038784	512	399	352	354	535	442	478	223	420	360	507	433
ENSMUSG00000113727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038782	8	7	7	2	4	2	7	2	5	1	3	3
ENSMUSG00000113721	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038780	872	586	697	770	921	657	706	588	821	705	494	798
ENSMUSG00000038781	831	534	519	619	1024	548	757	503	759	663	654	689
ENSMUSG00000037364	1738	1475	1414	1545	2298	1368	1905	1067	1496	1658	1404	1681
ENSMUSG00000037366	3994	2385	2318	2453	3438	2326	3423	2437	3618	3039	2509	3202
ENSMUSG00000037361	702	491	455	512	702	482	574	327	573	537	477	534
ENSMUSG00000113729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037363	77	50	82	91	89	76	76	55	84	92	98	112
ENSMUSG00000037362	8	2	3	4	3	2	8	4	5	2	2	11
ENSMUSG00000109805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107742	15	12	7	5	17	6	12	7	12	7	8	8
ENSMUSG00000109561	19	7	2	2	0	1	40	12	1	2	27	9
ENSMUSG00000109560	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000109562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109564	14	43	21	27	40	23	17	18	43	59	16	18
ENSMUSG00000109567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109569	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109568	0	0	0	2	1	3	1	0	0	3	1	4
ENSMUSG00000103463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104338	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101025	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101026	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101020	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101022	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101023	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101028	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095026	5	3	3	2	5	2	4	2	2	4	1	4
ENSMUSG00000103460	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107749	27	24	30	24	25	52	41	15	47	44	35	33
ENSMUSG00000115894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115896	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092208	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092203	245	203	179	183	320	151	211	93	121	147	125	200
ENSMUSG00000078442	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000092201	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092200	0	2	1	0	4	0	1	0	0	0	0	2
ENSMUSG00000104610	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104612	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000092204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111384	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039789	350	230	242	254	299	267	298	191	282	273	310	199
ENSMUSG00000011179	1537	1070	841	834	1435	939	1221	990	1242	1089	1281	970
ENSMUSG00000103461	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111383	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039785	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039787	23	6	2	4	8	3	11	6	21	5	4	10
ENSMUSG00000096910	298	215	254	154	246	283	278	198	282	238	219	196
ENSMUSG00000039781	122	119	145	155	203	125	170	102	163	156	102	164
ENSMUSG00000011171	0	1	1	3	0	1	3	0	2	0	0	0
ENSMUSG00000039783	9833	5841	5982	5328	6489	6066	8868	6455	8025	7636	6411	6498
ENSMUSG00000039782	2704	900	1632	1377	1657	1651	1519	1149	1703	1500	933	1358
ENSMUSG00000102616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102617	0	0	1	0	0	0	2	1	0	1	0	0
ENSMUSG00000048721	4	2	1	1	5	1	1	2	5	3	3	0
ENSMUSG00000048720	426	301	266	255	351	310	447	215	426	356	285	291
ENSMUSG00000090519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073085	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039431	461	274	233	227	302	323	234	196	248	270	231	187
ENSMUSG00000102611	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048728	54	48	29	24	55	31	69	27	56	24	58	42
ENSMUSG00000102618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039438	982	647	640	458	707	308	1349	792	839	1029	736	866
ENSMUSG00000031200	122	100	120	110	114	180	118	118	123	169	108	104
ENSMUSG00000031201	707	448	469	443	579	644	568	364	599	502	404	440
ENSMUSG00000031202	0	2	0	0	2	0	1	0	1	0	1	0
ENSMUSG00000031204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031207	909	589	580	686	1002	680	979	512	822	950	648	800
ENSMUSG00000031209	43	39	47	30	42	48	76	34	57	54	45	41
ENSMUSG00000023505	33	17	21	23	35	22	45	18	26	21	27	33
ENSMUSG00000115768	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115766	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115767	1	4	3	0	3	3	2	0	1	1	1	6
ENSMUSG00000115764	1	7	3	4	7	2	17	4	5	6	5	7
ENSMUSG00000115765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115762	1	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000115763	4	4	0	2	0	5	3	0	2	0	0	0
ENSMUSG00000115760	0	0	0	0	0	3	0	0	0	1	0	0
ENSMUSG00000115761	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000111658	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111656	1	2	2	0	6	1	3	2	3	5	4	11
ENSMUSG00000111657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111654	2	1	0	2	5	2	5	1	1	1	6	1
ENSMUSG00000111655	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111652	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022671	254	157	173	149	245	148	233	151	231	222	168	291
ENSMUSG00000022673	163	94	107	78	141	91	140	60	119	106	118	105
ENSMUSG00000022672	526	329	314	320	425	437	428	230	444	417	382	329
ENSMUSG00000022674	398	261	272	224	356	276	351	220	320	291	238	272
ENSMUSG00000022677	322	198	204	183	305	241	364	212	317	297	241	238
ENSMUSG00000022676	286	92	112	156	295	235	277	168	173	208	155	235
ENSMUSG00000022679	974	663	656	627	949	747	773	602	815	891	709	867
ENSMUSG00000022678	563	450	371	427	765	474	694	358	587	560	512	474
ENSMUSG00000107643	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012483	139	120	98	130	160	130	155	68	147	107	118	137
ENSMUSG00000025909	14	11	11	9	12	18	19	13	25	21	18	23
ENSMUSG00000069355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025902	60	38	53	51	73	50	93	54	79	61	48	79
ENSMUSG00000025903	4482	2898	3043	3743	5229	3790	4124	2578	3773	3477	4622	3429
ENSMUSG00000025900	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025907	2049	1317	1475	1373	1714	2099	1601	956	1786	1453	1464	1442
ENSMUSG00000025905	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000114389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114388	1	1	0	0	3	2	0	0	0	0	0	0
ENSMUSG00000114387	0	1	0	0	2	0	0	1	1	0	0	0
ENSMUSG00000114386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114384	1	0	1	0	0	6	0	1	0	0	0	0
ENSMUSG00000114383	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114382	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114381	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114380	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029599	942	716	655	659	1070	518	873	544	802	756	623	856
ENSMUSG00000029598	1996	1352	1435	1617	2635	1339	2191	1323	2313	2029	1272	2715
ENSMUSG00000087890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029591	165	139	102	110	201	84	159	78	117	146	138	143
ENSMUSG00000029592	628	442	421	454	723	420	677	418	566	557	456	610
ENSMUSG00000029595	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029594	259	227	177	227	302	143	307	178	237	240	249	251
ENSMUSG00000029597	2086	1976	2181	2345	2887	1674	2822	2656	4617	3876	1757	3660
ENSMUSG00000029596	444	294	254	262	381	228	293	263	359	292	222	235
ENSMUSG00000107641	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042606	118	94	99	55	117	93	149	86	115	111	115	90
ENSMUSG00000042607	6	3	9	7	11	9	12	3	16	13	11	13
ENSMUSG00000042604	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042605	3487	2100	2444	2390	3435	2727	2664	1564	2573	2413	2246	2796
ENSMUSG00000036960	0	0	1	0	0	0	2	1	0	0	1	0
ENSMUSG00000036961	0	1	1	0	1	0	0	1	2	2	1	2
ENSMUSG00000036962	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000036968	149	111	78	118	180	102	166	83	134	83	122	101
ENSMUSG00000084394	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042608	1638	1094	1100	1193	1875	1036	1459	896	1272	1416	1270	1482
ENSMUSG00000117072	0	1	2	3	0	4	0	0	0	0	0	2
ENSMUSG00000082002	0	1	1	0	2	0	4	0	0	0	1	2
ENSMUSG00000052407	143	107	113	134	105	156	109	71	127	99	109	93
ENSMUSG00000103468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033227	1	0	0	1	0	0	0	0	2	0	1	0
ENSMUSG00000049928	3	4	2	6	1	0	3	5	6	1	5	2
ENSMUSG00000049929	7	4	6	2	4	2	2	5	6	5	1	9
ENSMUSG00000049922	424	313	285	260	516	240	502	219	432	380	342	498
ENSMUSG00000084391	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049926	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048277	1387	903	825	1175	1709	659	1066	773	1065	1022	1012	1373
ENSMUSG00000087995	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107647	10	16	15	11	26	11	37	12	16	8	18	7
ENSMUSG00000082009	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032021	0	0	5	0	7	2	8	2	2	8	1	7
ENSMUSG00000035431	0	1	0	0	2	0	0	0	0	0	1	2
ENSMUSG00000035437	885	543	591	663	882	655	768	409	737	690	599	678
ENSMUSG00000035435	1	0	0	1	3	4	1	1	2	0	0	0
ENSMUSG00000020743	1187	942	782	903	1410	719	1319	845	1032	1104	802	1166
ENSMUSG00000115031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035439	44	40	21	32	50	25	41	19	38	40	36	38
ENSMUSG00000020740	305	345	273	264	445	222	356	194	340	286	281	392
ENSMUSG00000020747	1683	1246	1217	1436	2190	952	2077	1233	1714	1925	1298	2420
ENSMUSG00000020745	3516	2318	2174	2196	3140	2226	3497	2077	3140	3026	2614	2575
ENSMUSG00000020744	344	278	215	243	357	223	421	263	264	310	251	257
ENSMUSG00000069823	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069825	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069824	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028248	1864	1708	2018	1529	2064	2320	2311	1437	2065	2125	1800	1481
ENSMUSG00000033872	1	0	1	0	0	0	3	1	0	0	0	0
ENSMUSG00000028246	2	0	1	2	3	1	0	0	3	0	3	1
ENSMUSG00000028247	584	299	289	283	444	305	442	254	438	349	386	369
ENSMUSG00000028244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028245	589	372	407	441	625	545	603	304	591	534	423	537
ENSMUSG00000028243	145	111	101	93	157	133	201	92	162	159	153	121
ENSMUSG00000028240	1312	2435	651	2145	4378	981	7486	3210	2577	4549	3067	7008
ENSMUSG00000114969	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114968	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000114963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114962	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000114961	0	0	1	1	4	0	0	1	1	0	0	4
ENSMUSG00000087997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107645	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114964	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013465	708	482	517	510	616	404	738	462	707	671	563	662
ENSMUSG00000044526	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051495	2289	1270	976	2243	2230	1011	1473	1324	1833	2034	699	1596
ENSMUSG00000044522	2	0	3	1	1	2	0	0	2	0	1	0
ENSMUSG00000044528	0	0	0	0	0	1	0	1	3	0	1	1
ENSMUSG00000110738	0	1	0	0	2	0	2	1	1	1	0	1
ENSMUSG00000027438	68	62	66	78	85	113	98	46	90	61	74	82
ENSMUSG00000027439	1653	1007	1008	952	1697	1150	1740	984	1605	1395	1597	1468
ENSMUSG00000051498	59	32	34	38	33	46	63	70	67	50	33	53
ENSMUSG00000111938	0	0	0	0	4	1	0	0	0	1	0	0
ENSMUSG00000027430	290	168	149	195	284	153	274	144	215	208	210	234
ENSMUSG00000027431	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000027433	1602	1090	1281	1234	1709	1454	1426	902	1519	1331	1101	1469
ENSMUSG00000027434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075156	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108391	3	0	2	1	2	1	5	1	3	2	2	4
ENSMUSG00000018238	27	34	21	12	23	13	22	21	18	21	29	21
ENSMUSG00000018239	93	76	64	75	95	53	79	45	71	72	59	56
ENSMUSG00000090059	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044296	42	12	12	16	39	31	52	18	18	36	30	24
ENSMUSG00000044294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044293	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034614	9	9	13	10	20	8	16	13	14	20	11	19
ENSMUSG00000006941	469	342	222	227	358	281	427	222	335	300	277	356
ENSMUSG00000006948	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034617	267	244	178	214	306	217	269	150	255	247	271	221
ENSMUSG00000087582	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034610	704	557	617	710	977	898	1051	657	1049	1088	971	981
ENSMUSG00000050549	74	68	61	95	140	66	103	48	79	102	90	66
ENSMUSG00000087586	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087587	0	0	0	0	0	0	0	0	0	0	0	0
